model_name,unique_id,model_path,schema,materialization,resource_enabled,contract_enforced,column_count,tags,owner,servingdb_sync,child_count,parent_count,access,migration_status,target_canonical_model,compatibility_relation,deprecation_date,deprecation_ticket,wave,notes
stg_payor__payor_alpha_risk_adj,model.healthcare_analytics.stg_payor__payor_alpha_risk_adj,models/healthcare/payor/staging/stg_payor__payor_alpha_risk_adj.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,payor,risk,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_specialty_etg,model.healthcare_analytics.stg_payor__payor_alpha_specialty_etg,models/healthcare/payor/staging/stg_payor__payor_alpha_specialty_etg.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,cost,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_stars,model.healthcare_analytics.stg_payor__payor_alpha_stars,models/healthcare/payor/staging/stg_payor__payor_alpha_stars.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,payor,quality,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_summary,model.healthcare_analytics.stg_payor__payor_alpha_summary,models/healthcare/payor/staging/stg_payor__payor_alpha_summary.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,cost,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__vendorblue_aco,model.healthcare_analytics.stg_payor__vendorblue_aco,models/healthcare/payor/staging/stg_payor__vendorblue_aco.sql,healthcare,view,False,False,2,"aco,attribution,VendorBlue,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__vendorblue_attribution,model.healthcare_analytics.stg_payor__vendorblue_attribution,models/healthcare/payor/staging/stg_payor__vendorblue_attribution.sql,healthcare,view,False,False,2,"aco,attribution,VendorBlue,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_delta_care_gaps,model.healthcare_analytics.stg_payor__payor_delta_care_gaps,models/healthcare/payor/staging/stg_payor__payor_delta_care_gaps.sql,healthcare,view,False,False,2,"attribution,payor_delta,payor,quality,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_gamma_roster,model.healthcare_analytics.stg_payor__payor_gamma_roster,models/healthcare/payor/staging/stg_payor__payor_gamma_roster.sql,healthcare,view,False,False,2,"attribution,PAYOR_C,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__mssp_roster,model.healthcare_analytics.stg_payor__mssp_roster,models/healthcare/payor/staging/stg_payor__mssp_roster.sql,healthcare,view,False,False,2,"aco,attribution,mssp,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__uhc_claims,model.healthcare_analytics.stg_payor__uhc_claims,models/healthcare/payor/staging/stg_payor__uhc_claims.sql,healthcare,view,True,False,17,"attribution,claims,payor,staging,PAYOR_B",,False,15,1,protected,active,,,,,,
stg_payor__uhc_control_totals,model.healthcare_analytics.stg_payor__uhc_control_totals,models/healthcare/payor/staging/stg_payor__uhc_control_totals.sql,healthcare,view,True,False,4,"attribution,payor,reconciliation,staging,PAYOR_B",,False,6,1,protected,active,,,,,,
stg_payor__uhc_financial_pcp_details,model.healthcare_analytics.stg_payor__uhc_financial_pcp_details,models/healthcare/payor/staging/stg_payor__uhc_financial_pcp_details.sql,healthcare,view,True,False,8,"attribution,finance,finraf,payor,staging,PAYOR_B",,False,2,1,protected,active,,,,,,
stg_payor__uhc_mao,model.healthcare_analytics.stg_payor__uhc_mao,models/healthcare/payor/staging/stg_payor__uhc_mao.sql,healthcare,view,True,False,18,"attribution,cms,payor,raf,staging,PAYOR_B",,False,10,1,protected,active,,,,,,
stg_payor__uhc_members,model.healthcare_analytics.stg_payor__uhc_members,models/healthcare/payor/staging/stg_payor__uhc_members.sql,healthcare,view,True,False,2,"attribution,empi,payor,staging,PAYOR_B",,False,8,1,protected,active,,,,,,
stg_payor__uhc_mor,model.healthcare_analytics.stg_payor__uhc_mor,models/healthcare/payor/staging/stg_payor__uhc_mor.sql,healthcare,view,True,False,6,"attribution,cms,payor,raf,staging,PAYOR_B",,False,5,1,protected,active,,,,,,
stg_payor__uhc_pcor,model.healthcare_analytics.stg_payor__uhc_pcor,models/healthcare/payor/staging/stg_payor__uhc_pcor.sql,healthcare,view,False,False,2,"attribution,payor,quality,staging,PAYOR_B",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__uhc_quality_gaps,model.healthcare_analytics.stg_payor__uhc_quality_gaps,models/healthcare/payor/staging/stg_payor__uhc_quality_gaps.sql,healthcare,view,False,False,2,"attribution,payor,quality,staging,PAYOR_B",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__uhc_revenue,model.healthcare_analytics.stg_payor__uhc_revenue,models/healthcare/payor/staging/stg_payor__uhc_revenue.sql,healthcare,view,True,False,11,"attribution,cms,payor,raf,staging,PAYOR_B",,False,11,1,protected,active,,,,,,
stg_payor__uhc_rx,model.healthcare_analytics.stg_payor__uhc_rx,models/healthcare/payor/staging/stg_payor__uhc_rx.sql,healthcare,view,True,False,6,"attribution,payor,rx,spend,staging,PAYOR_B",,False,10,1,protected,active,,,,,,
stg_quality__patient_demographics,model.healthcare_analytics.stg_quality__patient_demographics,models/healthcare/quality/staging/stg_quality__patient_demographics.sql,healthcare,view,True,False,18,"dev-4296,hedis,quality,staging",Gyasi Sutton,False,3,1,protected,active,,,,,,
stg_quality__patient_insurance,model.healthcare_analytics.stg_quality__patient_insurance,models/healthcare/quality/staging/stg_quality__patient_insurance.sql,healthcare,view,True,False,13,"dev-4296,hedis,quality,staging",Gyasi Sutton,False,4,2,protected,active,,,,,,
stg_raf__all_hcc_billed,model.healthcare_analytics.stg_raf__all_hcc_billed,models/healthcare/raf/capture/staging/stg_raf__all_hcc_billed.sql,raf_staging,view,True,False,2,"cms_hcc,raf,risk_adjustment,staging",,False,5,1,protected,active,,,,,,
stg_raf__ghost_status_monthly,model.healthcare_analytics.stg_raf__ghost_status_monthly,models/healthcare/raf/shared/staging/stg_raf__ghost_status_monthly.sql,raf_staging,view,True,False,4,"cms_hcc,empi,raf,risk_adjustment,staging",,False,7,1,protected,active,,,,,,
stg_raf__patient_enrollment,model.healthcare_analytics.stg_raf__patient_enrollment,models/healthcare/raf/shared/staging/stg_raf__patient_enrollment.sql,raf_staging,view,True,False,6,"cms_hcc,raf,risk_adjustment,staging",,False,5,2,protected,active,,,,,,
stg_raf__patient_status_monthly,model.healthcare_analytics.stg_raf__patient_status_monthly,models/healthcare/raf/shared/staging/stg_raf__patient_status_monthly.sql,raf_staging,view,True,False,4,"cms_hcc,raf,risk_adjustment,staging",,False,7,1,protected,active,,,,,,
stg_raf__test_exclusions,model.healthcare_analytics.stg_raf__test_exclusions,models/healthcare/raf/shared/staging/stg_raf__test_exclusions.sql,raf_staging,view,True,False,2,"cms_hcc,raf,risk_adjustment,staging",,False,5,1,protected,active,,,,,,
stg_raf__year_processing_config,model.healthcare_analytics.stg_raf__year_processing_config,models/healthcare/raf/shared/staging/stg_raf__year_processing_config.sql,raf_staging,view,True,False,3,"cms_hcc,raf,risk_adjustment,staging",,False,6,1,protected,active,,,,,,
stg_salesforce__account,model.healthcare_analytics.stg_salesforce__account,models/sources/salesforce/stg_salesforce__account.sql,staging,view,True,False,1,"crm,patient,provider,salesforce",,False,9,1,protected,active,,,,,,
stg_salesforce__appointment,model.healthcare_analytics.stg_salesforce__appointment,models/sources/salesforce/stg_salesforce__appointment.sql,staging,view,True,False,1,"appointment,crm,salesforce",,False,5,1,protected,active,,,,,,
stg_salesforce__attribution,model.healthcare_analytics.stg_salesforce__attribution,models/sources/salesforce/stg_salesforce__attribution.sql,staging,view,True,False,1,"attribution,crm,salesforce,vbc",,False,6,1,protected,active,,,,,,
stg_scheduling__slots,model.healthcare_analytics.stg_scheduling__slots,models/healthcare/scheduling/stg_scheduling__slots.sql,healthcare,view,True,False,1,"capacity,mdm,scheduling,staging,superset",,False,9,5,protected,active,,,,,,
stg_backendbaas__legacy_members,model.healthcare_analytics.stg_backendbaas__legacy_members,models/healthcare/membership/stg_backendbaas__legacy_members.sql,healthcare,view,True,False,4,"commercial,cube,hourly,membership,backendbaas,BIPlatform",,False,8,1,protected,active,,,,,,
sync_mdm_appointment_type,model.healthcare_analytics.sync_mdm_appointment_type,models/mdm/sync_mdm_appointment_type.sql,reference_data,incremental,True,False,4,"appointment_type,mdm,sync",,False,3,2,protected,active,,,,,,
sync_mdm_insurance,model.healthcare_analytics.sync_mdm_insurance,models/mdm/sync_mdm_insurance.sql,reference_data,incremental,True,False,4,"insurance,mdm,sync",,False,2,1,protected,active,,,,,,
sync_mdm_patient,model.healthcare_analytics.sync_mdm_patient,models/mdm/sync_mdm_patient.sql,reference_data,incremental,True,False,6,"mdm,patient,sync",,False,3,1,protected,active,,,,,,
sync_mdm_patient_status,model.healthcare_analytics.sync_mdm_patient_status,models/mdm/sync_mdm_patient_status.sql,staging,view,True,False,3,"mdm,patient,status,sync",,False,1,1,protected,active,,,,,,
sync_mdm_provider,model.healthcare_analytics.sync_mdm_provider,models/mdm/sync_mdm_provider.sql,reference_data,incremental,True,False,6,"mdm,provider,sync",,False,3,4,protected,active,,,,,,
sync_mdm_staff,model.healthcare_analytics.sync_mdm_staff,models/mdm/sync_mdm_staff.sql,reference_data,incremental,True,False,6,"mdm,staff,sync",,False,2,1,protected,active,,,,,,
tcm_visit,model.healthcare_analytics.tcm_visit,models/healthcare/tcm/tcm_visit.sql,healthcare,incremental,True,True,66,"care_management,cube,superset,tcm,BIPlatform",,False,13,10,protected,active,,,,,,
toc_reporting,model.healthcare_analytics.toc_reporting,models/facts/toc_reporting.sql,healthcare,incremental,True,True,40,"care_management,cube,fact,toc,BIPlatform",,False,3,4,protected,active,,,,,,
transitional_care,model.healthcare_analytics.transitional_care,models/facts/transitional_care.sql,healthcare,incremental,True,True,24,"care_management,cube,fact,tcm,BIPlatform",,False,4,2,protected,active,,,,,,
v_athena_ccda_referrals,model.healthcare_analytics.v_athena_ccda_referrals,models/healthcare/athena/v_athena_ccda_referrals.sql,healthcare,incremental,True,False,7,"athena,documents,ehr,referrals",,False,2,3,protected,active,,,,,,
v_athena_documents_for_ai_processing,model.healthcare_analytics.v_athena_documents_for_ai_processing,models/healthcare/athena/v_athena_documents_for_ai_processing.sql,healthcare,incremental,True,False,9,"ai,athena,documents,ehr",,False,1,1,protected,active,,,,,,
v_athena_midi_health_documents,model.healthcare_analytics.v_athena_midi_health_documents,models/healthcare/athena/v_athena_midi_health_documents.sql,healthcare,incremental,True,False,7,"athena,documents,ehr,midi",,False,1,2,protected,active,,,,,,
v_bh_patient_panel_reporting,model.healthcare_analytics.v_bh_patient_panel_reporting,models/behavioral_health/v_bh_patient_panel_reporting.sql,materialized_views,table,True,True,54,"behavioral_health,cube,reporting,superset",,False,4,1,protected,active,,,,,,
v_bh_patients_no_next,model.healthcare_analytics.v_bh_patients_no_next,models/healthcare/behavioral_health/v_bh_patients_no_next.sql,healthcare,view,True,False,6,"behavioral_health,bh,no_next,scheduling,superset,workflow",,False,1,1,protected,active,,,,,,
v_bh_slot_summary,model.healthcare_analytics.v_bh_slot_summary,models/healthcare/behavioral_health/v_bh_slot_summary.sql,healthcare,table,True,False,8,"behavioral_health,bh,scheduling,slots,summary,superset",,False,1,1,protected,active,,,,,,
v_bh_slot_utilization,model.healthcare_analytics.v_bh_slot_utilization,models/healthcare/behavioral_health/v_bh_slot_utilization.sql,healthcare,incremental,True,True,35,"behavioral_health,bh,cube,scheduling,slots,superset,utilization,BIPlatform",,False,6,4,protected,active,,,,,,
v_bhpatientpanel,model.healthcare_analytics.v_bhpatientpanel,models/healthcare/behavioral_health/v_bhpatientpanel.sql,healthcare,incremental,True,False,24,"behavioral_health,bh,clinical,panel,patient_panel,superset",,False,6,18,protected,active,,,,,,
v_cbp_selfservice,model.healthcare_analytics.v_cbp_selfservice,models/healthcare/cbp/v_cbp_selfservice.sql,healthcare,table,False,False,1,"cbp,quality,selfservice,superset",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
v_patient_sync,model.healthcare_analytics.v_patient_sync,models/sources/mdm/v_patient_sync.sql,staging,view,True,False,11,"mdm,patient,reference,sync",,False,3,3,protected,active,,,,,,
v_preop_tcm_patients,model.healthcare_analytics.v_preop_tcm_patients,models/healthcare/tcm/v_preop_tcm_patients.sql,healthcare,incremental,True,False,8,"care_management,superset,tcm",,False,2,3,protected,active,,,,,,
v_provider_sync,model.healthcare_analytics.v_provider_sync,models/sources/mdm/v_provider_sync.sql,staging,view,True,False,7,"mdm,provider,reference,sync",,False,2,7,protected,active,,,,,,
v_scheduling_capacity_selfservice,model.healthcare_analytics.v_scheduling_capacity_selfservice,models/healthcare/scheduling/v_scheduling_capacity_selfservice.sql,healthcare,table,True,False,19,"capacity,scheduling,selfservice,superset",,False,3,1,protected,active,,,,,,
v_staff_sync,model.healthcare_analytics.v_staff_sync,models/sources/mdm/v_staff_sync.sql,staging,view,True,False,2,"mdm,reference,staff,sync",,False,2,3,protected,active,,,,,,
v_tcm_selfservice,model.healthcare_analytics.v_tcm_selfservice,models/healthcare/tcm/v_tcm_selfservice.sql,healthcare,table,True,False,15,"care_management,selfservice,superset,tcm",,False,3,1,protected,active,,,,,,
vw_appointmentview_patient_visits,model.healthcare_analytics.vw_appointmentview_patient_visits,models/healthcare/scheduling/vw_appointmentview_patient_visits.sql,healthcare,table,True,False,1,"base,capacity,mdm,scheduling,superset",,False,6,2,protected,active,,,,,,
vw_athena_account_insurance_sync,model.healthcare_analytics.vw_athena_account_insurance_sync,models/healthcare/athena/vw_athena_account_insurance_sync.sql,healthcare,incremental,True,False,21,"account-sync,athena,ehr,insurance,salesforce-integration",,False,1,9,protected,active,,,,,,
vw_attribution_operations,model.healthcare_analytics.vw_attribution_operations,models/healthcare/empi/vw_attribution_operations.sql,healthcare,incremental,True,True,30,"attribution,empi,fabric,matching,mdm,self_service",,False,4,1,protected,active,,,,,,
vw_attribution_unified,model.healthcare_analytics.vw_attribution_unified,models/healthcare/vw_attribution_unified.sql,healthcare,incremental,True,True,56,"attribution,cube,superset,unified",data_engineering,True,5,10,protected,active,,,,,,
vw_attribution_with_filters,model.healthcare_analytics.vw_attribution_with_filters,models/healthcare/empi/vw_attribution_with_filters.sql,healthcare,incremental,True,False,6,"crm,empi,matching,mdm,salesforce,superset",,False,2,4,protected,active,,,,,,
vw_awv_appointment_type_qa,model.healthcare_analytics.vw_awv_appointment_type_qa,models/healthcare/awv/vw_awv_appointment_type_qa.sql,healthcare,incremental,True,False,3,"awv,qa,superset,wellness",,False,1,6,protected,active,,,,,,
vw_awv_appointments_with_cases,model.healthcare_analytics.vw_awv_appointments_with_cases,models/healthcare/awv/vw_awv_appointments_with_cases.sql,healthcare,incremental,True,False,17,"awv,cases,superset,wellness",,False,3,3,protected,active,,,,,,
vw_awv_billing_by_payor,model.healthcare_analytics.vw_awv_billing_by_payor,models/healthcare/awv/vw_awv_billing_by_payor.sql,healthcare,incremental,True,False,14,"awv,billing,superset,wellness",,False,1,9,protected,active,,,,,,
vw_awv_by_department,model.healthcare_analytics.vw_awv_by_department,models/healthcare/awv/vw_awv_by_department.sql,healthcare,incremental,True,False,7,"awv,superset,wellness",,False,1,8,protected,active,,,,,,
vw_awv_metrics,model.healthcare_analytics.vw_awv_metrics,models/healthcare/awv/vw_awv_metrics.sql,healthcare,table,True,False,14,"awv,metrics,superset,wellness",,False,4,7,protected,active,,,,,,
vw_awv_metrics_payor_alpha,model.healthcare_analytics.vw_awv_metrics_payor_alpha,models/healthcare/awv/vw_awv_metrics_payor_alpha.sql,healthcare,table,True,False,10,"awv,PAYOR_A,superset,wellness",,False,2,6,protected,candidate_consolidate,vw_awv_metrics,,,DEV-4540,B,
vw_awv_metrics_uhc,model.healthcare_analytics.vw_awv_metrics_uhc,models/healthcare/awv/vw_awv_metrics_uhc.sql,healthcare,table,True,False,10,"awv,superset,PAYOR_B,wellness",,False,2,6,protected,candidate_consolidate,vw_awv_metrics,,,DEV-4540,B,
vw_awv_monthly_trend,model.healthcare_analytics.vw_awv_monthly_trend,models/healthcare/awv/vw_awv_monthly_trend.sql,healthcare,table,True,False,5,"awv,superset,trend,wellness",,False,1,8,protected,active,,,,,,
vw_awv_patient_details,model.healthcare_analytics.vw_awv_patient_details,models/healthcare/awv/vw_awv_patient_details.sql,healthcare,incremental,True,False,12,"awv,patient_detail,superset,wellness",,False,2,11,protected,active,,,,,,
vw_awv_population_breakdown,model.healthcare_analytics.vw_awv_population_breakdown,models/healthcare/awv/vw_awv_population_breakdown.sql,healthcare,incremental,True,False,5,"awv,salesforce,superset,wellness",,False,2,6,protected,active,,,,,,
vw_cases_with_filters,model.healthcare_analytics.vw_cases_with_filters,models/healthcare/scheduling/vw_cases_with_filters.sql,healthcare,incremental,True,False,4,"capacity,cases,salesforce,scheduling,superset",,False,3,4,protected,active,,,,,,
vw_ai_outreach_awv_candidates,model.healthcare_analytics.vw_ai_outreach_awv_candidates,models/healthcare/ai_outreach/vw_ai_outreach_awv_candidates.sql,healthcare,table,True,False,22,"awv,ai_outreach,cube,outreach,prefect,BIPlatform",,False,1,5,protected,active,,,,,,
vw_ai_outreach_call_analysis,model.healthcare_analytics.vw_ai_outreach_call_analysis,models/healthcare/ai_outreach/vw_ai_outreach_call_analysis.sql,healthcare,incremental,True,True,25,"awv,ai_outreach,cube,hourly,outreach,BIPlatform",,False,2,1,protected,active,,,,,,
vw_ai_outreach_no_next_candidates,model.healthcare_analytics.vw_ai_outreach_no_next_candidates,models/healthcare/ai_outreach/vw_ai_outreach_no_next_candidates.sql,healthcare,incremental,True,True,18,"awv,ai_outreach,cube,no-next,outreach,prefect,BIPlatform",,False,2,5,protected,active,,,,,,
vw_ai_outreach_outreach,model.healthcare_analytics.vw_ai_outreach_outreach,models/healthcare/ai_outreach/vw_ai_outreach_outreach.sql,healthcare,incremental,True,True,55,"awv,ai_outreach,cube,hourly,outreach,BIPlatform",,False,2,6,protected,active,,,,,,
vw_dm_appointments_fact,model.healthcare_analytics.vw_dm_appointments_fact,models/healthcare/scheduling/vw_dm_appointments_fact.sql,healthcare,table,True,False,55,"capacity,scheduling,superset",,True,1,6,protected,active,,,,,,
vw_dm_scheduling_patient_visits,model.healthcare_analytics.vw_dm_scheduling_patient_visits,models/healthcare/scheduling/vw_dm_scheduling_patient_visits.sql,healthcare,incremental,True,False,34,"capacity,mdm,scheduling,superset",,False,4,2,protected,active,,,,,,
vw_empi_source_unified,model.healthcare_analytics.vw_empi_source_unified,models/healthcare/empi/vw_empi_source_unified.sql,healthcare,table,True,False,15,"empi,matching,mdm",,False,7,9,protected,active,,,,,,
vw_experian_cd_ineligible,model.healthcare_analytics.vw_experian_cd_ineligible,models/experian/vw_experian_cd_ineligible.sql,athenaone,table,True,False,18,"coverage_discovery,eligibility,experian",,False,1,3,protected,active,,,,,,
vw_experian_eligibility_response,model.healthcare_analytics.vw_experian_eligibility_response,models/experian/vw_experian_eligibility_response.sql,healthcare,incremental,True,False,5,"coverage_discovery,eligibility,experian",,False,2,1,protected,active,,,,,,
vw_hcc_assessment,model.healthcare_analytics.vw_hcc_assessment,models/healthcare/raf/capture/gold/vw_hcc_assessment.sql,healthcare,incremental,True,True,34,"cms_hcc,cube,gold,hcc,raf,risk_adjustment,BIPlatform",,False,4,10,protected,active,,,,,,
vw_hcc_coder_contribution,model.healthcare_analytics.vw_hcc_coder_contribution,models/healthcare/raf/capture/gold/vw_hcc_coder_contribution.sql,healthcare,incremental,True,True,28,"cms_hcc,cube,gold,hcc,raf,risk_adjustment,BIPlatform",,False,2,3,protected,active,,,,,,
vw_hcc_provider_contribution,model.healthcare_analytics.vw_hcc_provider_contribution,models/healthcare/raf/capture/gold/vw_hcc_provider_contribution.sql,healthcare,incremental,True,True,27,"cms_hcc,cube,gold,hcc,raf,risk_adjustment,BIPlatform",,False,2,3,protected,active,,,,,,
vw_heartwise_candidates,model.healthcare_analytics.vw_heartwise_candidates,models/healthcare/athena/vw_heartwise_candidates.sql,healthcare,incremental,True,False,7,"athena,ehr,heartwise,prefect-migration,salesforce-integration",,False,1,7,protected,active,,,,,,
vw_historical_attribution,model.healthcare_analytics.vw_historical_attribution,models/healthcare/empi/vw_historical_attribution.sql,healthcare,incremental,True,True,35,"attribution,cube,empi,matching,mdm,payor",,False,7,9,protected,active,,,,,,
vw_insurance_update_action_list,model.healthcare_analytics.vw_insurance_update_action_list,models/experian/vw_insurance_update_action_list.sql,healthcare,table,True,False,15,"coverage_detection,coverage_discovery,eligibility,experian,insurance",,False,1,5,protected,active,,,,,,
vw_mc_membership_enrollment,model.healthcare_analytics.vw_mc_membership_enrollment,models/healthcare/membership/vw_mc_membership_enrollment.sql,healthcare,incremental,True,False,8,"commercial,cube,export,marketing_cloud,membership,BIPlatform",,False,2,1,protected,active,,,,,,
vw_mddo_physician_appointments_with_cases,model.healthcare_analytics.vw_mddo_physician_appointments_with_cases,models/healthcare/mddo/vw_mddo_physician_appointments_with_cases.sql,healthcare,incremental,True,False,18,"cases,mddo,physician,superset",,False,2,5,protected,active,,,,,,
vw_medicare_attribution_rate,model.healthcare_analytics.vw_medicare_attribution_rate,models/healthcare/empi/vw_medicare_attribution_rate.sql,healthcare,table,False,False,3,"attribution,deprecated,empi,kpi,matching,mdm,medicare",,False,0,0,protected,soft_deprecated,,,2026-08-18,DEV-4538,A,
vw_membership_appointments,model.healthcare_analytics.vw_membership_appointments,models/healthcare/membership/vw_membership_appointments.sql,healthcare,incremental,True,True,42,"appointment,commercial,cube,membership,salesforce,BIPlatform",data_engineering,False,2,3,protected,active,,,,,,
vw_membership_patients,model.healthcare_analytics.vw_membership_patients,models/healthcare/membership/vw_membership_patients.sql,healthcare,incremental,True,True,91,"commercial,cube,hourly,membership,salesforce,superset,BIPlatform",data_engineering,False,11,13,protected,active,,,,,,
vw_midi_appointments,model.healthcare_analytics.vw_midi_appointments,models/healthcare/athena/vw_midi_appointments.sql,healthcare,incremental,True,False,7,"appointments,athena,ehr,intake,midi",,True,3,6,protected,active,,,,,,
vw_monthly_leakage_cohort,model.healthcare_analytics.vw_monthly_leakage_cohort,models/healthcare/retention/vw_monthly_leakage_cohort.sql,healthcare,incremental,True,True,12,"cohort,cube,leakage,retention",bi,False,4,1,protected,active,,,,,,
vw_no_next_validation,model.healthcare_analytics.vw_no_next_validation,models/healthcare/vw_no_next_validation.sql,healthcare,incremental,True,True,49,"cube,no_next,salesforce,BIPlatform",,True,3,5,protected,active,,,,,,
vw_npv_patient_recovery,model.healthcare_analytics.vw_npv_patient_recovery,models/healthcare/scheduling/vw_npv_patient_recovery.sql,healthcare,incremental,True,False,9,"capacity,npv,recovery,scheduling,superset",,False,2,1,protected,active,,,,,,
vw_off_cadence_eligibility,model.healthcare_analytics.vw_off_cadence_eligibility,models/healthcare/scheduling/vw_off_cadence_eligibility.sql,healthcare,view,True,False,15,"capacity,off_cadence,salesforce,scheduling,superset",,False,3,3,protected,active,,,,,,
vw_operating_review_appointments,model.healthcare_analytics.vw_operating_review_appointments,models/healthcare/scheduling/vw_operating_review_appointments.sql,healthcare,incremental,True,True,61,"capacity,cube,npv,operating_review,scheduling,superset",,False,18,12,protected,active,,,,,,
vw_operating_review_patients,model.healthcare_analytics.vw_operating_review_patients,models/healthcare/scheduling/vw_operating_review_patients.sql,healthcare,incremental,True,True,24,"capacity,cube,operating_review,scheduling,superset",,False,4,13,protected,active,,,,,,
vw_original_medicare_actionable,model.healthcare_analytics.vw_original_medicare_actionable,models/healthcare/empi/vw_original_medicare_actionable.sql,healthcare,incremental,True,False,5,"attribution,crm,empi,matching,mdm,salesforce,superset,wbr",,False,2,4,protected,active,,,,,,
vw_patient_adi,model.healthcare_analytics.vw_patient_adi,models/healthcare/sdoh/vw_patient_adi.sql,healthcare,table,True,False,1,"cube,ml_feature,sdoh,BIPlatform",,False,2,2,protected,active,,,,,,
vw_patient_chronic_acuity,model.healthcare_analytics.vw_patient_chronic_acuity,models/healthcare/scheduling/vw_patient_chronic_acuity.sql,healthcare,table,True,False,1,"capacity,cube,ml_feature,retier,scheduling,superset,BIPlatform",,False,2,2,protected,active,,,,,,
vw_patient_clinic_distances,model.healthcare_analytics.vw_patient_clinic_distances,models/healthcare/scheduling/vw_patient_clinic_distances.sql,healthcare,view,True,False,2,"capacity,cube,ml_feature,retier,scheduling,superset,BIPlatform",,False,3,0,protected,active,,,,,,
vw_patient_communication_features,model.healthcare_analytics.vw_patient_communication_features,models/healthcare/scheduling/vw_patient_communication_features.sql,healthcare,view,True,False,2,"capacity,cube,ml_feature,retier,scheduling,superset,BIPlatform",,False,3,0,protected,active,,,,,,
vw_patient_engagement_history,model.healthcare_analytics.vw_patient_engagement_history,models/healthcare/scheduling/vw_patient_engagement_history.sql,healthcare,table,True,False,3,"capacity,cube,ml_feature,retier,scheduling,superset,BIPlatform",,False,4,3,protected,active,,,,,,
vw_patient_prior_hospitalization,model.healthcare_analytics.vw_patient_prior_hospitalization,models/healthcare/scheduling/vw_patient_prior_hospitalization.sql,healthcare,table,True,False,1,"capacity,cube,ml_feature,retier,scheduling,superset,BIPlatform",,False,2,1,protected,active,,,,,,
vw_patient_timeline,model.healthcare_analytics.vw_patient_timeline,models/healthcare/empi/vw_patient_timeline.sql,healthcare,table,True,False,12,"attribution,empi,matching,mdm",,True,4,1,protected,active,,,,,,
vw_physician_appointments,model.healthcare_analytics.vw_physician_appointments,models/healthcare/athena/vw_physician_appointments.sql,healthcare,incremental,True,False,13,"appointments,athena,ehr,superset",,False,2,9,protected,active,,,,,,
vw_physician_capacity,model.healthcare_analytics.vw_physician_capacity,models/healthcare/scheduling/vw_physician_capacity.sql,healthcare,incremental,True,False,19,"capacity,physician,scheduling,superset",,False,7,3,protected,active,,,,,,
vw_provider_capacity,model.healthcare_analytics.vw_provider_capacity,models/healthcare/scheduling/vw_provider_capacity.sql,healthcare,incremental,True,False,0,"capacity,scheduling,superset",,False,6,3,protected,active,,,,,,
vw_provider_departure_tracker,model.healthcare_analytics.vw_provider_departure_tracker,models/healthcare/vw_provider_departure_tracker.sql,healthcare,incremental,True,True,9,"athena,cube,salesforce,BIPlatform",,False,4,3,protected,active,,,,,,
vw_provider_nps_salesforce,model.healthcare_analytics.vw_provider_nps_salesforce,models/healthcare/nps/vw_provider_nps_salesforce.sql,healthcare,incremental,True,False,15,"ai,nps,superset,survey",,False,5,3,protected,active,,,,,,
vw_referral_management,model.healthcare_analytics.vw_referral_management,models/healthcare/athena/vw_referral_management.sql,healthcare,incremental,True,False,14,"athena,ehr,prefect-migration,referral,salesforce-integration",,False,1,7,protected,active,,,,,,
vw_rn_assignee_normalize,model.healthcare_analytics.vw_rn_assignee_normalize,models/healthcare/rn_inbox/vw_rn_assignee_normalize.sql,healthcare,view,True,False,1,"nursing,rn_inbox",,False,5,4,protected,active,,,,,,
vw_rn_productivity_daily,model.healthcare_analytics.vw_rn_productivity_daily,models/healthcare/rn_inbox/vw_rn_productivity_daily.sql,healthcare,view,True,False,2,"nursing,report,rn_inbox",,False,1,4,protected,active,,,,,,
vw_scheduling_cases_qa,model.healthcare_analytics.vw_scheduling_cases_qa,models/healthcare/scheduling/vw_scheduling_cases_qa.sql,healthcare,incremental,True,False,3,"capacity,qa,salesforce,scheduling,superset",,False,2,2,protected,active,,,,,,
vw_tcm_dashboard,model.healthcare_analytics.vw_tcm_dashboard,models/healthcare/tcm/vw_tcm_dashboard.sql,healthcare,incremental,True,False,17,"care_management,dashboard,superset,tcm",,False,8,1,protected,active,,,,,,
